ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,School_Density_Score,Public_Transport_Accessibility_Numeric,Parking_Space_Numeric,Infrastructure_Score,Growth_Multiplier,Future_Price_5Y,Investment_Score,Good_Investment
52097,Odisha,Bhubaneswar,Locality_332,Villa,4,4207,290.04,0.07,2006,Semi-furnished,28,14,19,2,3,Low,No,No,"Gym, Clubhouse, Playground, Garden",South,Builder,Under_Construction,1,3,1.0,11.11111111111111,0.98,423.0164851966225,1,0
85188,Punjab,Amritsar,Locality_169,Independent House,3,4679,40.33,0.01,1998,Unfurnished,6,20,27,9,10,Medium,No,Yes,"Gym, Clubhouse, Playground, Garden, Pool",South,Broker,Ready_to_Move,4,6,1.0,79.62962962962963,1.02,59.69825201075678,4,1
90905,Karnataka,Mysore,Locality_168,Apartment,5,4375,439.27,0.1,2023,Semi-furnished,11,25,2,8,6,Low,No,Yes,Clubhouse,East,Owner,Ready_to_Move,4,3,1.0,44.44444444444444,1.0,645.4317442959363,2,0
232158,Andhra Pradesh,Vishakhapatnam,Locality_278,Villa,3,3870,321.77,0.08,1993,Semi-furnished,22,16,32,10,10,Low,Yes,No,"Pool, Garden",South,Broker,Under_Construction,5,3,1.0,66.66666666666666,1.0,472.78569527193616,3,1
28893,Maharashtra,Mumbai,Locality_248,Villa,2,1022,428.35,0.42,2019,Unfurnished,6,19,6,2,5,Low,No,Yes,Playground,West,Owner,Under_Construction,1,3,1.0,18.51851851851852,0.98,624.7383513790279,2,0
82737,Andhra Pradesh,Vishakhapatnam,Locality_274,Independent House,5,4234,455.24,0.11,2020,Semi-furnished,17,17,5,2,6,Medium,No,No,"Pool, Clubhouse, Playground, Gym",South,Broker,Under_Construction,1,6,1.0,38.88888888888889,1.0,668.8969136824322,1,0
239235,Karnataka,Bangalore,Locality_91,Apartment,4,739,99.5,0.13,2015,Furnished,19,12,10,6,1,Medium,No,Yes,"Pool, Clubhouse",North,Broker,Under_Construction,3,6,1.0,35.18518518518518,1.0,146.19814364160004,1,0
143540,Telangana,Warangal,Locality_459,Villa,2,779,305.34,0.39,2022,Furnished,21,30,3,1,10,Medium,No,No,"Pool, Clubhouse",East,Builder,Ready_to_Move,1,6,1.0,50.0,1.0,448.6446349701121,3,1
162653,Odisha,Bhubaneswar,Locality_427,Villa,1,4380,183.7,0.04,2002,Furnished,24,16,23,2,1,Low,No,No,Clubhouse,North,Owner,Ready_to_Move,1,3,1.0,3.7037037037037033,0.98,267.9221084354556,2,0
151913,Delhi,Dwarka,Locality_436,Villa,3,1464,120.61,0.08,2015,Furnished,3,21,10,9,2,Medium,No,No,"Playground, Clubhouse",North,Builder,Under_Construction,4,6,1.0,50.0,1.0,177.21565934284806,3,1
46468,Andhra Pradesh,Vishakhapatnam,Locality_241,Independent House,3,865,158.39,0.18,1993,Unfurnished,2,13,32,8,6,Medium,No,Yes,"Garden, Playground",West,Broker,Under_Construction,4,6,1.0,61.11111111111111,1.0,232.7268740843521,2,0
115033,Chhattisgarh,Raipur,Locality_183,Villa,2,4718,262.32,0.06,1995,Furnished,29,8,30,6,7,Medium,No,Yes,Gym,East,Broker,Ready_to_Move,3,6,1.0,57.407407407407405,1.0,385.4341411061761,4,1
175047,Odisha,Bhubaneswar,Locality_172,Villa,1,1929,26.17,0.01,2007,Unfurnished,9,23,18,7,10,Medium,No,Yes,"Pool, Playground, Garden",West,Broker,Under_Construction,3,6,1.0,72.22222222222221,1.02,38.73799293631305,2,0
240492,Andhra Pradesh,Vishakhapatnam,Locality_262,Apartment,1,4370,405.44,0.09,2013,Unfurnished,13,18,12,5,1,Low,No,Yes,"Playground, Pool, Clubhouse",West,Builder,Under_Construction,2,3,1.0,14.814814814814817,0.98,591.3246578338112,2,0
175719,Rajasthan,Jodhpur,Locality_403,Independent House,2,4228,153.28,0.04,2007,Unfurnished,18,6,18,2,10,Low,Yes,Yes,"Pool, Garden, Clubhouse",North,Broker,Under_Construction,1,3,1.0,37.03703703703704,1.0,225.21860761190408,2,0
180595,Kerala,Kochi,Locality_495,Villa,4,3054,424.2,0.14,2015,Furnished,0,19,10,5,4,High,Yes,Yes,"Pool, Clubhouse, Gym",West,Owner,Under_Construction,2,9,1.0,59.25925925925925,1.0,623.2889701785602,2,0
152788,Uttar Pradesh,Noida,Locality_189,Apartment,3,774,238.94,0.31,2001,Furnished,24,3,24,9,9,Low,Yes,Yes,"Gym, Pool, Clubhouse",East,Builder,Ready_to_Move,4,3,1.0,59.25925925925925,1.0,351.0812506705921,3,1
184434,Uttarakhand,Haridwar,Locality_392,Villa,2,3377,10.68,0.0,2010,Semi-furnished,27,22,15,1,5,Medium,No,Yes,"Gym, Pool, Clubhouse",North,Owner,Under_Construction,1,6,1.0,31.48148148148148,1.0,15.692423860224006,2,0
173019,Haryana,Faridabad,Locality_91,Independent House,4,2847,133.39,0.05,1994,Unfurnished,26,26,31,8,4,High,No,Yes,"Gym, Garden, Clubhouse, Pool",West,Builder,Ready_to_Move,4,9,1.0,70.37037037037037,1.02,197.4497851652578,3,1
89005,Odisha,Cuttack,Locality_181,Villa,1,2196,346.82,0.16,1992,Semi-furnished,11,29,33,8,10,Low,Yes,Yes,"Pool, Clubhouse",East,Owner,Ready_to_Move,4,3,1.0,59.25925925925925,1.0,509.5923635957762,2,0
134841,Maharashtra,Pune,Locality_166,Independent House,4,1071,294.67,0.28,1995,Unfurnished,21,23,30,4,5,High,No,No,"Clubhouse, Playground, Gym, Pool, Garden",East,Owner,Ready_to_Move,2,9,1.0,59.25925925925925,1.0,432.96690439065617,2,0
66187,Madhya Pradesh,Bhopal,Locality_126,Independent House,5,1555,45.84,0.03,2022,Semi-furnished,26,11,3,5,10,Low,No,Yes,Gym,North,Owner,Under_Construction,2,3,1.0,48.14814814814815,1.0,67.35399904051204,2,0
41975,Jharkhand,Jamshedpur,Locality_232,Independent House,4,4852,233.59,0.05,1996,Semi-furnished,19,6,29,9,3,High,Yes,No,"Garden, Clubhouse, Gym, Playground",North,Builder,Under_Construction,4,9,1.0,70.37037037037037,1.02,345.7702625140758,2,0
43755,Uttar Pradesh,Noida,Locality_252,Independent House,1,2753,80.69,0.03,2006,Semi-furnished,14,10,19,1,3,Low,Yes,Yes,Pool,West,Builder,Ready_to_Move,1,3,1.0,7.4074074074074066,0.98,117.68445797309153,2,0
79484,Karnataka,Bangalore,Locality_139,Independent House,1,3745,65.55,0.02,2010,Unfurnished,18,10,15,8,4,High,No,No,"Garden, Clubhouse, Gym",South,Broker,Under_Construction,4,9,1.0,70.37037037037037,1.02,97.0300128763974,2,0
213067,Uttar Pradesh,Lucknow,Locality_204,Apartment,1,4919,430.3,0.09,2023,Furnished,15,25,2,2,8,High,No,No,"Pool, Playground, Garden, Clubhouse",North,Broker,Under_Construction,1,9,1.0,62.96296296296296,1.0,632.2518714470402,3,1
51113,Haryana,Faridabad,Locality_138,Independent House,5,3992,276.41,0.07,2009,Furnished,25,26,16,7,4,Low,Yes,No,"Gym, Pool, Garden, Playground",East,Owner,Ready_to_Move,3,3,1.0,33.33333333333333,1.0,406.13697370828817,2,0
17258,Gujarat,Ahmedabad,Locality_470,Independent House,2,4323,319.62,0.07,1991,Unfurnished,15,29,34,9,1,High,Yes,No,"Garden, Pool",East,Builder,Under_Construction,4,9,1.0,62.96296296296296,1.0,469.6266399068162,3,1
164825,Uttarakhand,Haridwar,Locality_191,Villa,1,1553,56.48,0.04,2011,Unfurnished,24,15,14,5,6,Low,Yes,No,"Clubhouse, Pool, Gym, Garden",West,Builder,Ready_to_Move,2,3,1.0,33.33333333333333,1.0,82.98764977766403,3,1
113014,Andhra Pradesh,Vijayawada,Locality_18,Villa,2,4638,83.14,0.02,2002,Furnished,20,15,23,1,9,High,Yes,Yes,"Playground, Garden, Clubhouse, Pool, Gym",West,Owner,Under_Construction,1,9,1.0,62.96296296296296,1.0,122.15993630515204,3,1
93584,Bihar,Patna,Locality_98,Independent House,5,2741,176.58,0.06,1998,Furnished,8,5,27,3,4,Low,Yes,Yes,"Garden, Playground, Clubhouse",West,Builder,Under_Construction,2,3,1.0,18.51851851851852,0.98,257.537756709487,1,0
90606,Assam,Silchar,Locality_40,Independent House,3,510,143.7,0.28,2018,Furnished,10,28,7,7,10,Medium,Yes,No,"Gym, Clubhouse",North,Owner,Under_Construction,3,6,1.0,72.22222222222221,1.02,212.7111037427659,3,1
212327,Uttar Pradesh,Lucknow,Locality_135,Independent House,5,4755,130.93,0.03,2010,Furnished,1,4,15,7,4,Low,No,No,"Clubhouse, Playground, Gym, Pool, Garden",East,Builder,Ready_to_Move,3,3,1.0,33.33333333333333,1.0,192.3791250954241,2,0
189348,Chhattisgarh,Bilaspur,Locality_126,Villa,5,3710,12.35,0.0,1994,Unfurnished,25,13,31,1,3,Medium,No,Yes,"Playground, Garden",East,Broker,Under_Construction,1,6,1.0,24.07407407407408,0.98,18.012183120184414,1,0
43345,Rajasthan,Jodhpur,Locality_117,Independent House,5,3571,444.34,0.12,2010,Furnished,13,14,15,6,8,High,No,No,"Gym, Clubhouse, Pool",North,Owner,Ready_to_Move,3,9,1.0,77.77777777777777,1.02,657.7317455606166,2,0
61118,Jharkhand,Ranchi,Locality_493,Independent House,4,1595,158.86,0.1,2014,Unfurnished,21,9,11,8,1,Medium,Yes,Yes,"Garden, Gym, Pool",North,Builder,Under_Construction,4,6,1.0,42.59259259259259,1.0,233.4174582804481,1,0
161411,Maharashtra,Pune,Locality_278,Apartment,2,2705,307.89,0.11,2010,Unfurnished,8,26,15,9,2,Medium,Yes,Yes,"Gym, Garden, Clubhouse",North,Broker,Under_Construction,4,6,1.0,50.0,1.0,452.39142156595216,1,0
100743,Uttarakhand,Haridwar,Locality_282,Apartment,4,2470,96.77,0.04,2012,Semi-furnished,15,2,13,5,1,Medium,No,Yes,"Pool, Garden, Clubhouse",North,Owner,Under_Construction,2,6,1.0,31.48148148148148,1.0,142.18687799193606,2,0
116617,Tamil Nadu,Chennai,Locality_249,Apartment,3,3525,212.84,0.06,2015,Unfurnished,19,15,10,7,4,High,Yes,No,"Garden, Gym, Clubhouse, Playground, Pool",South,Owner,Under_Construction,3,9,1.0,66.66666666666666,1.0,312.73178786611214,4,1
191218,Uttar Pradesh,Lucknow,Locality_148,Villa,3,3435,363.56,0.11,2003,Semi-furnished,27,5,22,8,3,Medium,Yes,Yes,"Pool, Garden, Clubhouse, Gym, Playground",East,Builder,Ready_to_Move,4,6,1.0,50.0,1.0,534.1889156014082,2,0
32579,Maharashtra,Pune,Locality_120,Apartment,3,4133,283.62,0.07,2007,Semi-furnished,9,11,18,6,6,High,No,Yes,"Pool, Gym, Clubhouse",South,Owner,Ready_to_Move,3,9,1.0,70.37037037037037,1.02,419.8268840885405,4,1
216645,Karnataka,Bangalore,Locality_460,Independent House,4,2396,388.96,0.16,2012,Unfurnished,21,15,13,10,6,Medium,No,Yes,Gym,North,Broker,Ready_to_Move,5,6,1.0,68.5185185185185,1.0,571.5098487521282,3,1
49198,Telangana,Warangal,Locality_385,Apartment,1,852,472.1,0.55,1994,Unfurnished,17,4,31,6,10,Medium,Yes,Yes,"Gym, Pool, Garden",North,Broker,Under_Construction,3,6,1.0,68.5185185185185,1.0,693.6697850572803,1,0
17796,Gujarat,Surat,Locality_139,Villa,1,2903,411.27,0.14,2005,Semi-furnished,7,6,20,1,7,Low,Yes,No,"Pool, Clubhouse",East,Broker,Under_Construction,1,3,1.0,22.22222222222221,0.98,599.8275750476311,0,0
204999,Odisha,Cuttack,Locality_246,Apartment,2,2662,330.26,0.12,2018,Unfurnished,17,2,7,5,6,Medium,No,Yes,Pool,East,Builder,Ready_to_Move,2,6,1.0,50.0,1.0,485.2602906439682,3,1
241711,Uttarakhand,Haridwar,Locality_102,Independent House,4,3473,192.13,0.06,2021,Furnished,12,10,4,4,1,High,Yes,No,"Garden, Pool, Gym",East,Broker,Ready_to_Move,2,9,1.0,44.44444444444444,1.0,282.3020033955841,3,1
113805,Delhi,Dwarka,Locality_155,Apartment,5,2616,33.19,0.01,1990,Semi-furnished,27,16,35,5,1,High,Yes,No,"Gym, Garden, Pool",East,Broker,Under_Construction,2,9,1.0,48.14814814814815,1.0,48.76699886899201,1,0
226692,Chhattisgarh,Bilaspur,Locality_423,Apartment,1,4067,106.22,0.03,2015,Semi-furnished,1,21,10,2,1,Low,No,Yes,"Clubhouse, Garden, Playground, Pool",North,Builder,Ready_to_Move,1,3,1.0,3.7037037037037033,0.98,154.91935959724603,3,1
38199,Haryana,Faridabad,Locality_135,Villa,2,4331,101.15,0.02,2004,Semi-furnished,7,25,21,4,8,High,Yes,Yes,"Playground, Garden, Clubhouse, Gym",North,Broker,Under_Construction,2,9,1.0,70.37037037037037,1.02,149.72670941949042,3,1
161796,Chhattisgarh,Bilaspur,Locality_45,Villa,1,3480,135.18,0.04,1994,Unfurnished,5,6,31,6,6,Low,No,Yes,Playground,North,Owner,Under_Construction,3,3,1.0,37.03703703703704,1.0,198.62376942182408,1,0
98493,Assam,Silchar,Locality_244,Independent House,1,1153,380.03,0.33,2015,Unfurnished,3,29,10,10,1,Medium,Yes,No,"Garden, Clubhouse",East,Builder,Ready_to_Move,5,6,1.0,50.0,1.0,558.3887490263041,2,0
222714,Assam,Silchar,Locality_432,Apartment,2,2563,316.03,0.12,2020,Unfurnished,29,20,5,9,9,Medium,No,No,Gym,East,Owner,Under_Construction,4,6,1.0,75.92592592592592,1.02,467.801601362744,3,1
216519,Maharashtra,Mumbai,Locality_11,Apartment,5,1272,409.66,0.32,2005,Unfurnished,25,5,20,1,3,High,Yes,No,"Garden, Pool",North,Broker,Under_Construction,1,9,1.0,40.74074074074075,1.0,601.9249399418883,0,0
235483,Tamil Nadu,Coimbatore,Locality_357,Villa,2,1784,488.58,0.27,2019,Furnished,13,27,6,5,7,Low,No,Yes,"Playground, Gym, Clubhouse",South,Builder,Under_Construction,2,3,1.0,37.03703703703703,1.0,717.8843117629442,2,0
76204,Telangana,Hyderabad,Locality_262,Independent House,3,4728,55.1,0.01,2001,Semi-furnished,8,2,24,2,6,Low,Yes,No,Clubhouse,North,Builder,Ready_to_Move,1,3,1.0,22.222222222222225,0.98,80.36204776697662,3,1
186574,Karnataka,Mysore,Locality_327,Independent House,1,1088,215.4,0.2,2000,Unfurnished,6,9,25,10,4,Low,No,Yes,Clubhouse,West,Builder,Ready_to_Move,5,3,1.0,44.44444444444444,1.0,316.4932677427201,1,0
219696,Chhattisgarh,Bilaspur,Locality_318,Apartment,5,1508,393.49,0.26,2022,Unfurnished,20,5,3,1,7,Low,No,No,"Pool, Gym, Garden, Clubhouse",North,Owner,Under_Construction,1,3,1.0,22.22222222222221,0.98,573.8958652600296,1,0
62207,Andhra Pradesh,Vijayawada,Locality_149,Villa,1,3168,387.48,0.12,2009,Unfurnished,16,29,16,4,2,High,No,No,"Playground, Pool, Gym, Clubhouse, Garden",East,Broker,Under_Construction,2,9,1.0,48.14814814814815,1.0,569.3352431984642,0,0
74293,Jharkhand,Jamshedpur,Locality_261,Independent House,1,3546,488.84,0.14,2002,Unfurnished,10,24,23,6,8,Medium,Yes,Yes,"Playground, Gym, Garden, Clubhouse, Pool",East,Builder,Ready_to_Move,3,6,1.0,61.11111111111111,1.0,718.2663370629123,2,0
20478,West Bengal,Kolkata,Locality_20,Apartment,2,4348,494.63,0.11,2002,Semi-furnished,28,12,23,1,5,High,No,No,"Clubhouse, Gym, Pool",East,Builder,Under_Construction,1,9,1.0,48.14814814814815,1.0,726.7737466275843,1,0
189387,Rajasthan,Jaipur,Locality_114,Independent House,4,3083,69.19,0.02,2022,Semi-furnished,16,11,3,2,5,Low,Yes,No,"Clubhouse, Gym, Pool, Garden, Playground",East,Owner,Under_Construction,1,3,1.0,18.51851851851852,0.98,100.91197976401293,2,0
99458,Telangana,Hyderabad,Locality_162,Apartment,3,1885,233.56,0.12,1992,Furnished,0,10,33,7,4,High,Yes,No,"Pool, Garden, Playground, Clubhouse, Gym",West,Builder,Ready_to_Move,3,9,1.0,66.66666666666666,1.0,343.1762656174081,3,1
108176,Haryana,Gurgaon,Locality_263,Independent House,3,3769,29.05,0.01,2022,Furnished,19,14,3,3,6,High,No,No,"Garden, Playground, Pool",South,Owner,Ready_to_Move,2,9,1.0,59.25925925925925,1.0,42.683980631040015,5,1
216334,Telangana,Warangal,Locality_277,Villa,1,3357,160.9,0.05,2014,Semi-furnished,24,6,11,5,8,High,Yes,No,"Playground, Gym",South,Broker,Ready_to_Move,2,9,1.0,74.07407407407408,1.02,238.17130544336143,4,1
219464,Delhi,Dwarka,Locality_198,Villa,3,4440,35.88,0.01,2000,Unfurnished,25,27,25,4,2,High,No,No,"Playground, Gym, Pool",South,Owner,Ready_to_Move,2,9,1.0,48.14814814814815,1.0,52.71949139558402,3,1
152980,Tamil Nadu,Coimbatore,Locality_321,Villa,2,4715,287.06,0.06,1994,Unfurnished,20,26,31,2,8,Low,No,Yes,"Garden, Pool",North,Broker,Ready_to_Move,1,3,1.0,29.629629629629623,0.98,418.6702256259221,3,1
124673,Delhi,Dwarka,Locality_126,Apartment,2,920,35.12,0.04,1991,Furnished,30,4,34,5,1,Low,Yes,No,"Playground, Clubhouse, Pool, Gym",East,Broker,Under_Construction,2,3,1.0,14.814814814814817,0.98,51.22168997416005,2,0
228821,Punjab,Ludhiana,Locality_267,Villa,3,3124,435.01,0.14,1990,Semi-furnished,24,26,35,1,2,Low,No,Yes,"Clubhouse, Gym, Pool",East,Owner,Ready_to_Move,1,3,1.0,3.7037037037037033,0.98,634.4518039766333,2,0
195718,Chhattisgarh,Bilaspur,Locality_492,Apartment,3,3941,31.63,0.01,2021,Furnished,16,9,4,9,8,Medium,Yes,Yes,"Gym, Pool, Garden, Playground, Clubhouse",East,Broker,Under_Construction,4,6,1.0,72.22222222222221,1.02,46.82012673196719,4,1
25446,Gujarat,Ahmedabad,Locality_236,Villa,4,4209,84.01,0.02,2005,Semi-furnished,19,26,20,10,1,Low,No,No,"Garden, Playground, Clubhouse, Pool, Gym",South,Broker,Ready_to_Move,5,3,1.0,33.33333333333333,1.0,123.43825173196804,2,0
150468,Delhi,New Delhi,Locality_447,Apartment,4,1137,183.42,0.16,1997,Furnished,6,26,28,8,3,High,Yes,Yes,Pool,East,Owner,Under_Construction,4,9,1.0,66.66666666666666,1.0,269.5041558466561,1,0
43694,Chhattisgarh,Bilaspur,Locality_85,Villa,1,1719,208.85,0.12,1990,Unfurnished,22,7,35,2,3,Medium,Yes,Yes,"Playground, Pool",South,Broker,Under_Construction,1,6,1.0,27.77777777777777,0.98,304.6027890405275,0,0
193663,Bihar,Gaya,Locality_294,Independent House,1,3412,57.57,0.02,1991,Unfurnished,8,23,34,7,9,Medium,Yes,Yes,"Garden, Clubhouse",North,Broker,Under_Construction,3,6,1.0,68.5185185185185,1.0,84.58921738137603,2,0
109222,Punjab,Amritsar,Locality_67,Independent House,1,976,347.24,0.36,1993,Unfurnished,17,8,32,1,6,Medium,No,Yes,Garden,West,Builder,Ready_to_Move,1,6,1.0,35.18518518518518,1.0,510.2094813880322,1,0
31483,Punjab,Amritsar,Locality_36,Independent House,4,3111,228.04,0.07,2002,Unfurnished,13,1,23,8,4,Medium,No,Yes,"Garden, Pool, Playground, Gym",North,Owner,Ready_to_Move,4,6,1.0,53.703703703703695,1.0,335.0655746334721,3,1
69537,Rajasthan,Jodhpur,Locality_224,Independent House,2,3170,42.16,0.01,2011,Unfurnished,8,12,14,5,7,High,Yes,No,Playground,West,Broker,Ready_to_Move,2,9,1.0,70.37037037037037,1.02,62.40709905215735,5,1
78170,West Bengal,Durgapur,Locality_249,Independent House,5,1657,140.24,0.08,2014,Unfurnished,7,19,11,2,7,Medium,Yes,Yes,"Pool, Gym",North,Owner,Under_Construction,1,6,1.0,42.59259259259259,1.0,206.0585694904321,2,0
69778,Assam,Guwahati,Locality_29,Apartment,3,3521,340.03,0.1,2014,Unfurnished,5,27,11,10,2,Low,No,No,"Gym, Clubhouse, Playground, Pool",South,Owner,Ready_to_Move,5,3,1.0,37.03703703703704,1.0,499.61562595430416,3,1
98947,Haryana,Faridabad,Locality_470,Apartment,1,1182,21.54,0.02,2022,Semi-furnished,20,21,3,10,3,Medium,Yes,No,"Pool, Gym",East,Builder,Ready_to_Move,5,6,1.0,57.407407407407405,1.0,31.64932677427201,4,1
220003,Chhattisgarh,Bilaspur,Locality_419,Apartment,4,3825,16.5,0.0,2009,Unfurnished,1,4,16,7,5,Low,No,Yes,"Pool, Clubhouse, Gym, Garden",North,Owner,Under_Construction,3,3,1.0,37.03703703703703,1.0,24.24391326720001,1,0
89805,Telangana,Warangal,Locality_366,Independent House,5,4031,474.6,0.12,2002,Furnished,16,5,23,2,4,Medium,Yes,No,"Playground, Clubhouse, Pool, Gym, Garden",South,Builder,Ready_to_Move,1,6,1.0,31.48148148148148,1.0,697.3431052492803,1,0
134499,Chhattisgarh,Bilaspur,Locality_18,Villa,2,4150,63.29,0.02,1993,Unfurnished,14,9,32,4,10,Medium,No,No,"Clubhouse, Garden, Pool",West,Broker,Under_Construction,2,6,1.0,61.11111111111111,1.0,92.99377398067205,3,1
198493,Telangana,Warangal,Locality_224,Independent House,3,3045,121.12,0.04,2009,Furnished,23,20,16,5,10,Medium,Yes,No,"Clubhouse, Garden, Gym",West,Owner,Under_Construction,2,6,1.0,64.81481481481481,1.0,177.96501666201607,3,1
61807,Haryana,Faridabad,Locality_424,Villa,2,2081,141.85,0.07,2005,Semi-furnished,5,30,20,9,5,Medium,Yes,Yes,"Garden, Gym, Pool",West,Builder,Under_Construction,4,6,1.0,61.11111111111111,1.0,208.42418769408008,3,1
64697,Karnataka,Mysore,Locality_83,Apartment,3,4656,185.92,0.04,2009,Furnished,30,25,16,1,6,Low,No,No,Gym,West,Owner,Ready_to_Move,1,3,1.0,18.51851851851852,0.98,271.1599259679908,3,1
179430,Maharashtra,Nagpur,Locality_313,Independent House,2,4591,497.04,0.11,2023,Semi-furnished,21,1,2,6,1,High,No,No,"Pool, Playground, Garden, Gym, Clubhouse",South,Broker,Under_Construction,3,9,1.0,51.85185185185185,1.0,730.3148272926722,3,1
97108,Gujarat,Surat,Locality_128,Apartment,1,2251,488.25,0.22,1999,Unfurnished,1,5,26,6,9,High,Yes,Yes,"Pool, Gym",North,Owner,Under_Construction,3,9,1.0,81.4814814814815,1.02,722.7292721113811,1,0
236525,Telangana,Warangal,Locality_305,Villa,5,2242,239.79,0.11,1991,Unfurnished,16,5,34,3,8,Low,Yes,No,"Gym, Garden",North,Owner,Under_Construction,2,3,1.0,33.33333333333333,1.0,352.3301795358721,0,0
207069,Tamil Nadu,Coimbatore,Locality_407,Villa,1,1850,281.91,0.15,1991,Semi-furnished,19,18,34,7,5,Low,Yes,Yes,Gym,South,Builder,Ready_to_Move,3,3,1.0,37.03703703703703,1.0,414.2182781306882,1,0
186401,Jharkhand,Jamshedpur,Locality_75,Apartment,2,2678,136.01,0.05,1999,Semi-furnished,16,29,26,10,4,Low,Yes,Yes,"Garden, Pool, Gym, Clubhouse, Playground",West,Broker,Ready_to_Move,5,3,1.0,44.44444444444444,1.0,199.84331172556807,3,1
244546,Odisha,Bhubaneswar,Locality_178,Independent House,2,3514,173.47,0.05,2002,Furnished,11,10,23,9,8,Low,No,No,"Garden, Playground",North,Broker,Under_Construction,4,3,1.0,55.55555555555555,1.0,254.8843414824961,3,1
235365,Madhya Pradesh,Indore,Locality_24,Independent House,4,2696,215.88,0.08,2003,Semi-furnished,9,9,22,9,1,High,No,Yes,"Pool, Garden, Gym",North,Broker,Ready_to_Move,4,9,1.0,62.96296296296296,1.0,317.1985452195841,3,1
209506,Karnataka,Mangalore,Locality_42,Apartment,3,1771,118.69,0.07,1990,Furnished,2,24,35,9,2,Low,No,Yes,Clubhouse,North,Builder,Ready_to_Move,4,3,1.0,33.33333333333333,1.0,174.3945494353921,3,1
17183,Gujarat,Ahmedabad,Locality_418,Apartment,5,3656,148.33,0.04,2011,Semi-furnished,9,9,14,1,10,Low,Yes,No,"Gym, Playground, Pool, Garden, Clubhouse",East,Broker,Under_Construction,1,3,1.0,33.33333333333333,1.0,217.9454336317441,2,0
218707,Haryana,Gurgaon,Locality_441,Independent House,4,526,27.69,0.05,2006,Semi-furnished,29,14,19,3,3,Low,Yes,No,Pool,West,Owner,Under_Construction,2,3,1.0,14.814814814814811,0.98,40.38521057472927,1,0
170374,Gujarat,Ahmedabad,Locality_234,Independent House,5,2997,24.17,0.01,1998,Semi-furnished,22,29,27,6,5,Low,No,Yes,"Garden, Playground",West,Broker,Under_Construction,3,3,1.0,33.33333333333333,1.0,35.513659616256014,1,0
57695,Punjab,Amritsar,Locality_482,Independent House,4,1334,342.53,0.26,2005,Furnished,29,11,20,5,6,High,Yes,Yes,"Playground, Clubhouse, Garden",West,Broker,Ready_to_Move,2,9,1.0,66.66666666666666,1.0,503.28894614630417,2,0
95413,Odisha,Bhubaneswar,Locality_466,Villa,5,4850,30.11,0.01,2002,Semi-furnished,17,22,23,8,3,Medium,Yes,No,Playground,North,Owner,Ready_to_Move,4,6,1.0,50.0,1.0,44.24146839244801,2,0
221820,Chhattisgarh,Raipur,Locality_116,Apartment,3,2323,336.03,0.14,2005,Semi-furnished,30,21,20,1,10,High,Yes,Yes,"Pool, Clubhouse",East,Builder,Under_Construction,1,9,1.0,66.66666666666666,1.0,493.7383136471041,2,0
220691,Kerala,Kochi,Locality_372,Independent House,4,1547,302.8,0.2,1999,Unfurnished,8,29,26,9,9,Medium,No,No,"Garden, Gym",East,Owner,Ready_to_Move,4,6,1.0,75.92592592592592,1.02,448.2179694732744,2,0
